user_id,ll_joint,ll_pers,test_purchases,delta_ll
31047,-13.82710072130539,-14.306135085969627,3.0,0.479034364664237
31090,-51.034676848948386,-51.760730200376756,21.0,0.7260533514283694
31207,-23.8771185367129,-24.48392847555534,7.0,0.6068099388424422
31683,-15.883796424870667,-17.872997611272826,3.0,1.989201186402159
31877,-3.4516878704984304,-2.2899627757125125,0.0,-1.161725094785918
31890,-56.74483601011748,-53.62036846809394,16.0,-3.124467542023538
31904,-34.70714331294087,-40.66034936773553,10.0,5.953206054794656
31909,-22.86867851803736,-22.68741072301116,6.0,-0.18126779502620138
32022,-62.86601076583407,-77.4927670637429,21.0,14.626756297908834
32091,-47.46176809321011,-48.84549466280303,21.0,1.3837265695929162
32113,-6.942958609191584,-7.951513385099649,1.0,1.008554775908065
32224,-9.007401381137429,-8.693065721674193,2.0,-0.31433565946323583
32226,-22.85069603499587,-22.82609542442976,7.0,-0.02460061056611096
32235,-23.406083109135935,-23.482862197139465,7.0,0.07677908800352995
32275,-5.1975547382031255,-5.077156046426035,1.0,-0.1203986917770905
32319,-4.936193834979107,-4.93068181403096,1.0,-0.005512020948146734
32378,-32.589522269069064,-33.10854305666204,9.0,0.5190207875929786
32517,-6.2428298786190375,-6.1549022829986,1.0,-0.08792759562043706
32559,-25.46858850428904,-30.61057387891353,6.0,5.14198537462449
32644,-0.8888754245856828,-1.19970354560459,0.0,0.3108281210189071
32765,-28.997117585159415,-28.458753518851207,8.0,-0.5383640663082083
32923,-30.1354493577814,-29.685945211123894,12.0,-0.4495041466575067
32957,-3.558908584851423,-3.607351978415468,0.0,0.048443393564045145
33030,-9.324336364470108,-9.004598091661554,2.0,-0.3197382728085536
33266,-4.0898871395186065,-4.2147836948157416,0.0,0.12489655529713506
33285,-18.553436233533713,-18.732751433155464,5.0,0.17931519962175102
33680,-34.012783537490265,-33.82752174264399,11.0,-0.18526179484627647
33688,-32.76006634185529,-36.64313484760492,11.0,3.883068505749627
33695,-14.78092607497497,-14.334439011154922,4.0,-0.4464870638200473
33787,-1.382864076119296,-2.088772687414786,0.0,0.70590861129549
33973,-27.084251570094686,-26.313552243027996,8.0,-0.7706993270666906
34067,-14.715411291733334,-14.791965574473835,4.0,0.07655428274050102
34148,-12.833063628776259,-12.52992256926658,3.0,-0.30314105950967907
34231,-1.1718146793446198,-1.7850568292146498,0.0,0.61324214987003
34238,-12.970515887688602,-12.543027452905225,3.0,-0.4274884347833776
34322,-5.373813965317625,-5.393603718159168,1.0,0.019789752841543162
34440,-1.0299991910677246,-0.9171795736926038,0.0,-0.1128196173751208
34481,-1.9454080500730875,-1.4813409710145136,0.0,-0.4640670790585739
34585,-12.243395789451668,-11.786988582650721,3.0,-0.4564072068009466
34689,-17.906590972682558,-17.860600733866523,5.0,-0.045990238816035145
